Date,BCFF11,BBPO11,HGLG11,ITSA4,TRPL4,TAEE4,BBAS3,HSML11,Total,Valor Aplicado
2020-09-18,5286.970245361328,2507.2198791503906,333.9800109863281,3110.5399208068848,0.0,1952.0100631713867,8085.720039367676,0.0,21276.440158843994,22303.189999999995
2020-09-21,5286.970245361328,2484.0,331.2799987792969,3107.0798416137695,0.0,1960.2900552749634,7967.039783477783,0.0,21136.65992450714,22303.189999999995
2020-09-22,5286.970245361328,2493.0,336.3999938964844,3107.0798416137695,0.0,1966.5,7951.559921264648,0.0,21141.51000213623,22303.189999999995
2020-09-23,5286.970245361328,2484.0,336.6000061035156,3044.8000659942627,0.0,1945.7999210357666,7786.440078735352,0.0,20884.610317230225,22303.189999999995
2020-09-24,5286.970245361328,2496.0599670410156,337.1000061035156,3124.379907608032,0.0,1970.64009475708,7848.360019683838,0.0,21063.51024055481,22303.189999999995
2020-09-25,5286.970245361328,2494.980010986328,337.260009765625,3120.9201583862305,0.0,1958.2200078964233,7817.399803161621,0.0,21015.750235557556,22303.189999999995
2020-09-28,5286.970245361328,2482.3800659179688,337.20001220703125,3103.620092391968,0.0,1933.3800315856934,7871.580059051514,0.0,21015.130506515503,22303.189999999995
2020-09-29,5286.970245361328,2489.4000549316406,337.79998779296875,3051.7198944091797,0.0,1935.4500789642334,7678.080059051514,0.0,20779.420320510864,22303.189999999995
2020-09-30,5286.970245361328,2493.0,339.9800109863281,3044.8000659942627,0.0,1937.51992893219,7641.960216522217,0.0,20744.230467796326,22303.189999999995
2020-10-01,5286.970245361328,2480.0399780273438,339.9599914550781,3079.3998680114746,0.0,1952.0100631713867,7685.820236206055,0.0,20824.200382232666,22303.189999999995
2020-10-02,5286.970245361328,2483.2801208496094,341.9800109863281,3086.320026397705,0.0,1941.66002368927,7665.179763793945,0.0,20805.390191078186,22303.189999999995
2020-10-05,5286.970245361328,2489.4000549316406,339.6000061035156,3100.1600131988525,0.0,1941.66002368927,7799.339881896973,0.0,20957.13022518158,22303.189999999995
2020-10-06,5286.970245361328,2491.9200439453125,340.79998779296875,3107.0798416137695,0.0,1939.58997631073,7747.740177154541,0.0,20914.10027217865,22303.189999999995
2020-10-07,5286.970245361328,2487.5999450683594,342.55999755859375,3079.3998680114746,0.0,1945.7999210357666,7690.979862213135,0.0,20833.309839248657,22303.189999999995
2020-10-08,5286.970245361328,2496.5999450683594,343.5400085449219,3228.179973602295,0.0,1945.7999210357666,8062.5,0.0,21363.59009361267,22303.189999999995
2020-10-09,5286.970245361328,2492.4600219726562,345.9200134277344,3238.559881210327,0.0,1937.51992893219,8008.320236206055,0.0,21309.75032711029,22303.189999999995
2020-10-13,5286.970245361328,2493.5399780273438,349.0,3224.7198944091797,0.0,1941.66002368927,8010.899803161621,0.0,21306.789944648743,22303.189999999995
2020-10-14,5286.970245361328,2493.0,349.0,3214.3399868011475,0.0,1958.2200078964233,7959.300098419189,0.0,21260.83033847809,22303.189999999995
2020-10-15,5286.970245361328,2498.4000549316406,347.0,3200.5,0.0,1952.0100631713867,8013.479862213135,0.0,21298.36022567749,22303.189999999995
2020-10-16,5286.970245361328,2509.019989013672,347.20001220703125,3138.2198944091797,0.0,1964.42995262146,7809.660118103027,0.0,21055.5002117157,22303.189999999995
2020-10-19,5286.970245361328,2519.639923095703,344.5199890136719,3190.120092391968,0.0,1972.7099447250366,7894.800098419189,470.09998321533203,21678.86027622223,22773.289999999994
2020-10-20,5286.970245361328,2517.3001098632812,343.5,3287.0,0.0,1987.2000789642334,8258.579566955566,469.74998474121094,22150.29998588562,22773.289999999994
2020-10-21,5286.970245361328,2517.659912109375,341.29998779296875,3300.8399868011475,0.0,1983.0599842071533,8320.5,469.50000762939453,22219.830123901367,22773.289999999994
2020-10-22,5286.970245361328,2520.0,340.1000061035156,3425.3998680114746,0.0,1985.1300315856934,8681.700393676758,470.0,22709.30054473877,22773.289999999994
2020-10-23,5286.970245361328,2518.019989013672,341.0,3415.0199604034424,0.0,1983.0599842071533,8658.480354309082,472.09999084472656,22674.650524139404,22773.289999999994
2020-10-26,5286.970245361328,2516.5799560546875,339.6000061035156,3428.85994720459,0.0,1995.48007106781,8643.0,470.0,22680.49022579193,22773.289999999994
2020-10-27,5286.970245361328,2516.9400329589844,338.1400146484375,3331.9800395965576,0.0,1991.33997631073,8457.239685058594,467.99999237060547,22390.609986305237,22773.289999999994
2020-10-28,5286.970245361328,2484.0,331.3999938964844,3176.2801055908203,0.0,1964.42995262146,8034.119842529297,456.19998931884766,21733.400129318237,22773.289999999994
2020-10-29,5286.970245361328,2486.340087890625,335.5,3197.0399208068848,0.0,1970.64009475708,8052.179763793945,452.99999237060547,21781.67010498047,22773.289999999994
2020-10-30,5962.329856872559,2490.480010986328,326.1000061035156,3134.760145187378,0.0,1943.73007106781,7690.979862213135,441.50001525878906,21989.879967689514,22773.289999999994
